cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0001617,C0003063,ADMINISTERED_TO,Adrenal Cortex Hormones,"Animals, Domestic",horm,anim,1,ADMINISTERED_TO_HORMadtoANIM
C0002844,C0599779,ADMINISTERED_TO,Androgens,Animal Model,horm,anim,1,ADMINISTERED_TO_HORMadtoANIM
C0020268,C0683949,ADMINISTERED_TO,hydrocortisone,Animal Study,horm,anim,1,ADMINISTERED_TO_HORMadtoANIM
