cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0002482,C0162326,CONVERTS_TO,Amides,DNA Sequence,orch,nusq,2,CONVERTS_TO_ORCHcvttNUSQ
C0054258,C0162326,CONVERTS_TO,Butocin,DNA Sequence,orch,nusq,1,CONVERTS_TO_ORCHcvttNUSQ
C0074992,C0162326,CONVERTS_TO,sphingosine 1-phosphate,DNA Sequence,orch,nusq,1,CONVERTS_TO_ORCHcvttNUSQ
C4050026,C0162326,CONVERTS_TO,Matrix,DNA Sequence,orch,nusq,2,CONVERTS_TO_ORCHcvttNUSQ
