cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0005847,C0031874,NEG_LOCATION_OF,Blood Vessel,Pichia,bpoc,fngs,1,NEG_LOCATION_OF_BPOCnlocfFNGS
C0030274,C0521057,NEG_LOCATION_OF,Pancreas,Hyphae,bpoc,fngs,1,NEG_LOCATION_OF_BPOCnlocfFNGS
C1508661,C0016832,NEG_LOCATION_OF,Pulmonary vessels,Fungi,bpoc,fngs,1,NEG_LOCATION_OF_BPOCnlocfFNGS
