cui1,cui2,relation,name1,name2,type1,type2,weight,predicate
C0007587,C2930586,AFFECTS,Cell Death,Short Hairpin RNA,celf,nnon,1,AFFECTS_CELFafctNNON
C0010813,C0035736,AFFECTS,Cytokinesis,"RNA, Viral",celf,nnon,1,AFFECTS_CELFafctNNON
