cui,type,name
C0001246,elii,Actinium
C0002367,elii,aluminum
C0003075,elii,Anions
C0003380,elii,antimony
C0003781,elii,argon
C0003818,elii,arsenic
C0004749,elii,barium
C0005124,elii,Berkelium
C0005139,elii,beryllium
C0005642,elii,bismuth
C0006030,elii,boron
C0006223,elii,bromine
C0006632,elii,cadmium
C0007009,elii,Carbon
C0007010,elii,carbon black
C0007017,elii,Carbon Isotopes
C0007828,elii,cerium
C0007886,elii,cesium
C0007955,elii,charcoal
C0008209,elii,chlorine
C0008574,elii,chromium
C0011744,elii,Deuterium
C0012787,elii,Dithionite
C0013852,elii,Electrons
C0013880,elii,"Elements, Radioactive"
C0015180,elii,europium
C0016911,elii,gadolinium
C0016980,elii,gallium
C0017112,elii,Noble Gases
C0017479,elii,germanium
C0018026,elii,gold
C0018488,elii,hafnium
C0018544,elii,Halogens
C0018880,elii,helium
C0019846,elii,holmium
C0020275,elii,hydrogen
C0021223,elii,indium
C0021970,elii,Iodine Radioisotopes
C0022023,elii,Ions
C0022071,elii,iridium
C0022262,elii,Isotopes
C0023031,elii,lanthanum
C0023175,elii,lead
C0023870,elii,lithium
C0025424,elii,mercury
C0025554,elii,"Metals, Alkali"
C0025555,elii,"Metals, Alkaline Earth"
C0025556,elii,"Metals, Rare Earth"
C0027599,elii,neodymium
C0027608,elii,neon
C0028101,elii,niobium
C0029383,elii,osmium
C0030230,elii,palladium
C0031705,elii,phosphorus
C0032207,elii,platinum
C0032259,elii,plutonium
C0033727,elii,Protons
C0034551,elii,Radioactive Tracers
C0034595,elii,Radioisotopes
C0034625,elii,radium
C0034629,elii,Radon
C0035493,elii,rhodium
C0035930,elii,rubidium
C0035973,elii,ruthenium
C0036147,elii,samarium
C0037107,elii,silicon
C0037125,elii,Silver
C0037684,elii,Soot
C0038467,elii,strontium
C0038780,elii,Sulfur Isotopes
C0038836,elii,Superoxides
C0039297,elii,tantalum
C0039411,elii,Technetium
C0039462,elii,tellurium
C0039541,elii,terbium
C0039738,elii,thallium
C0040066,elii,thulium
C0040302,elii,titanium
C0041119,elii,Tritium
C0041383,elii,tungsten
C0041928,elii,uranium
C0042306,elii,vanadium
C0042906,elii,Vitreous Carbon
C0043339,elii,xenon
C0043431,elii,ytterbium
C0043432,elii,yttrium
C0043506,elii,zirconium
C0052064,elii,antimonite
C0053548,elii,Bicarbonate Ions
C0057717,elii,diamond
C0058347,elii,Dioxygen
