cui,type,name
C0682690,cell,primary sensory neuron
C0682693,cell,Autonomic ganglion neuron
C0682694,cell,Inhibitory interneuron
C0682698,cell,Projection neuron
C0682700,cell,Peripheral neuron
C0682701,cell,Central neuron
C0682702,cell,Cerebellar neuron
C0684135,cell,short neurons
C0734999,cell,Exocrine cell
C0806036,cell,Renal epithelial cell
C0806987,cell,Mononuclear cells
C0808143,cell,Synovial lining cells
C0814005,cell,Neuroblast
C0814990,cell,neural cell line
C0814995,cell,Skin cell
C0814997,cell,Intestinal cell
C0814999,cell,thymocyte
C0815000,cell,neuroblastoma cell
C0815002,cell,GABAergic Neurons
C0815004,cell,Neural Crest Cells
C0872076,cell,Pluripotent Stem Cells
C0872357,cell,oval cell
C0872362,cell,primitive cell
C0872372,cell,Totipotent Stem Cells
C0879438,cell,Allogeneic Lymphocyte
C0879593,cell,therapeutic autologous dendritic cells
C0882768,cell,Cell positive for CD1 antigen
C0882784,cell,Cell positive for CD11C antigen
C0882791,cell,Cell positive for CD13 antigen
C0882808,cell,Cell positive for CD19 antigen
C0882814,cell,CD2+ cell
C0882818,cell,Cell positive for CD20 antigen
C0882819,cell,CD22+ cell
C0882828,cell,Cell positive for CD3 antigen
C0882833,cell,CD3+CD4+ cell
C0882836,cell,CD3+CD8+ cell
C0882846,cell,Cell positive for CD33 antigen
C0882849,cell,Cell positive for CD34 antigen
C0882892,cell,Cell positive for CD5 antigen
C0882903,cell,Cell positive for CD56 antigen
C0883208,cell,Lymphoma cells
C0883468,cell,CD16+CD56+ cell
C0887899,cell,Myeloid Cells
C0920751,cell,Heart cell
C0933799,cell,Ciliated columnar cell
C0933804,cell,Type B synoviocyte
C0935440,cell,Cuboidal cell
C0945928,cell,Cell positive for CD38 antigen
C0945933,cell,CD45+ cell
C0947286,cell,Cell positive for CD14 antigen
C0949431,cell,TC1 Cells
C0949666,cell,Oxyphil Cells
C1113654,cell,Neural Stem Cells
C1113687,cell,human embryonic stem cell line
C1135917,cell,"Myoblasts, Cardiac"
C1135918,cell,"Myocytes, Smooth Muscle"
C1135922,cell,"Myoblasts, Skeletal"
C1135969,cell,Large Luteal Cells
C1136335,cell,Multipotent Stem Cells
C1148382,cell,Monocytes+Macrophages
C1148429,cell,Unidentified cell
C1171322,cell,Adult Stem Cells
C1171346,cell,Human Embryonic Stem Cells
C1179009,cell,Retinal pigment cell
C1179114,cell,Basal cell of olfactory epithelium
C1179186,cell,Serous cell
C1179517,cell,Acinar cell of pancreas
C1179554,cell,Pancreatic ductal cell
C1179870,cell,Nodal myocyte
C1180059,cell,Nucleated cell
C1180238,cell,Capillary Endothelial Cells
C1180326,cell,Olfactory epithelial cell
C1180350,cell,Taste bud cell
C1180392,cell,Brush cell
C1180924,cell,Non-nucleated cell
C1180925,cell,Corneocyte
C1181052,cell,Thyroid Gland Follicular Cell
C1181163,cell,Set of central neuroglial cells
C1182459,cell,Differentiated muscle cell
C1182604,cell,Stem cell of epidermis
C1182605,cell,Ciliated columnar cell of tracheobronchial tree
C1182610,cell,Corneal epithelial cell
C1182611,cell,Conjunctival epithelial cell
C1182623,cell,Unipotent stem cell
C1182635,cell,Follicular cell of ovary
C1182645,cell,Ciliary epithelial cell
C1182646,cell,Pigmented ciliary epithelial cell
C1182647,cell,Non-pigmented ciliary epithelial cell
C1182654,cell,Corneal endothelial cell
C1182776,cell,Lens cell
C1182789,cell,Epithelial cell of visceral layer of glomerular capsule
C1182791,cell,Glomerular endothelial cell
C1183428,cell,Solocyte
C1183495,cell,Ectodermal cell
C1183499,cell,Mesodermal cell
C1183500,cell,Endodermal cell
C1253961,cell,Colligocyte
C1254573,cell,Mature erythrocyte
C1257739,cell,NIH 3T3 Cells
C1257740,cell,Swiss 3T3 Cells
C1257741,cell,BALB 3T3 Cells
C1257743,cell,3T3-L1 Cells
C1257751,cell,Erythroid Cells
C1257771,cell,"Burst-Forming Units, Erythroid"
C1257772,cell,"Colony-Forming Units, Erythroid"
C1257792,cell,Vascular Endothelial Cells
C1257793,cell,Lymphatic Endothelial Cells
C1257857,cell,COS-1 Cells
C1257858,cell,COS-7 Cells
C1257909,cell,Diploid Cell
C1257910,cell,Aneuploid Cell
C1257912,cell,Haploid Cell
C1257913,cell,Polyploid Cell
C1257975,cell,Mesenchymal Stem Cells
C1258005,cell,HCT116 Cells
C1265905,cell,Oat cell
C1266872,cell,Renal tubular epithelial cell
C1266873,cell,Bladder epithelial cell
C1266875,cell,Epidermal Langerhans cell
C1267817,cell,Lymphocyte positive for both CD3 antigen and CD16 antigen
C1267821,cell,T lymphocyte positive for both CD3 antigen and CD4 antigen
C1267822,cell,CD4+ CD25+ Regulatory T Cells
C1267875,cell,Lymphocyte positive for CD16 antigen
C1267926,cell,Lymphocyte positive for CD44 antigen
C1267932,cell,Lymphocyte positive for CD45RO antigen
C1267982,cell,Lymphocyte positive for CD95 antigen
C1268005,cell,Hematopoietic precursor cell
C1268006,cell,Neutrophilic granulocytic cell
C1268007,cell,Myeloid precursor cell
C1268008,cell,Eosinophilic granulocytic cell
C1268009,cell,Basophilic granulocytic cell
C1268010,cell,Megakaryocytic cell
C1269647,cell,Entire cell
C1272578,cell,Skin fibroblast
C1275629,cell,Keratocyte
C1278781,cell,Entire thyroid parafollicular cell
C1292097,cell,IgA B lymphocyte
C1292098,cell,IgD B lymphocyte
C1292099,cell,IgE B lymphocyte
C1292100,cell,IgG B lymphocyte
C1292101,cell,IgM B lymphocyte
C1301171,cell,Eccentrocyte
C1317511,cell,Lymphocytes.immunoblastic
C1317543,cell,Immature monocytes
C1321301,cell,Peripheral blood mononuclear cell (cell)
C1328818,cell,Podocytes
C1440231,cell,Cell positive for BCL2 protein
C1440237,cell,Cell positive for CD105 antigen
C1440239,cell,Cell positive for CD107a antigen
C1440277,cell,CD28+ cell
C1440293,cell,Cells.CD31
C1440318,cell,Cells.CD46
C1440359,cell,Cells.CD80
C1440371,cell,Cells.CD95
C1440394,cell,Cells.S phase
C1441017,cell,Neutrophil cytoplasmic
C1441322,cell,Viable cells
C1441340,cell,100 cells
C1441341,cell,100 erythrocytes
C1441343,cell,100 lymphocytes
C1441345,cell,100 spermatozoa
C1441375,cell,Cells.total
C1442179,cell,Amniotic Fluid cells
C1449623,cell,Neuroepithelial Bodies
C1449624,cell,Neuroepithelial Cells
C1455888,cell,Atypical Glandular Cell
C1510719,cell,Abnormal Endothelial Cell
C1510779,cell,Adenocarcinoma Cell
C1510965,cell,Atypical Squamous Cells
C1510985,cell,Autologous Tumor Cell
C1511178,cell,Bipolar neuron
C1511246,cell,Bone marrow stem cell
C1511446,cell,Mouse Oligodendroglial Cell
C1511465,cell,CY40
C1511548,cell,Cryopreserved Cell
C1511740,cell,Decidual cell
C1511762,cell,Mouse Dendritic Cell
C1512035,cell,Dopaminergic Neurons
C1512085,cell,Ductal Epithelial Cell
C1512099,cell,Dyskeratotic Keratinocyte
C1512100,cell,Dysplastic Epithelial Cell
C1512140,cell,ES Cell Line
C1512199,cell,Glomerular Mesangial Cells
C1512310,cell,HL60
C1512333,cell,Hamster Cell Line
C1512336,cell,HeLa S3
C1512478,cell,Hodgkin Cell
C1512505,cell,Breast Cancer Cell
C1512549,cell,Hyperchromatic Megakaryocyte
C1512631,cell,Immature B-Lymphocyte
C1512642,cell,Immature T-Lymphocyte
C1512865,cell,Intermediate Type Trophoblastic Cell
C1512899,cell,Interphase Cell
C1512944,cell,Intraepithelial Lymphocytes
C1512977,cell,Mammalian Cell
C1513019,cell,Mature B-Lymphocyte
C1513026,cell,Mature Lymphocyte
C1513029,cell,Mature T-Lymphocyte
C1513032,cell,Mature Thymocyte
C1513095,cell,Melanoma Cell
C1513123,cell,Meningothelial cell
C1513170,cell,Metaplastic Cell
C1513176,cell,Metaplastic Squamous Cell
C1513410,cell,Monkey Cell Line
C1513469,cell,Monocytoid B-Lymphocyte
C1513493,cell,Mott Cell
C1513528,cell,Mouse Cell Line
C1513715,cell,Mucinous Bronchial Cell
C1513729,cell,Mucus-Secreting Cell
C1513752,cell,Multipolar neuron
C1513872,cell,Naive Pregerminal Center B-Lymphocyte
C1513956,cell,Neoplastic Endothelial Cell
C1513959,cell,Neoplastic Epithelial Cell
C1514011,cell,Neoplastic Lymphocyte
C1514022,cell,Neoplastic Melanocyte
C1514058,cell,Neoplastic Plasma Cell
C1514161,cell,Mouse Platelet
C1514170,cell,Pleomorphic Cell
C1514182,cell,Mesothelial cell of pleura
C1514205,cell,Polylobated T-Lymphocyte
C1514302,cell,Precursor Natural Killer Cell
C1514392,cell,Premalignant Cell
C1514435,cell,Primitive Mesenchymal Cell
C1514657,cell,RL13
C1514716,cell,Raji Cell
C1514732,cell,Rat-1
C1514733,cell,Rat Cell Line
C1514736,cell,Reactive Epithelial Cell
C1514741,cell,Reactive Squamous Cell
C1514760,cell,Receptor Cell
C1514842,cell,Renal interstitial cell
C1514890,cell,Reserve Cell
C1514891,cell,Reserve Stem Cell
C1514934,cell,Rhabdomyoblast
C1514965,cell,Mouse Stem Cell
C1514994,cell,Striated muscle cell
C1515077,cell,Olfactory Supporting Cell
C1515108,cell,Syncytiotrophoblast cell
C1515138,cell,Precursor T-Lymphoblast
C1515146,cell,TE03
C1515313,cell,Mouse Testicular Interstitial Cell
C1515314,cell,Mouse Leydig Cell
C1515878,cell,Activated B-Lymphocyte
C1515879,cell,Activated Lymphocyte
C1515881,cell,Activated Natural Killer Cell
C1515964,cell,Anaplastic Cell
C1515989,cell,Angioblast
C1516097,cell,B lymphoblast
C1516469,cell,Chicken Cells
C1516470,cell,Chief cell
C1516515,cell,Chromophobe cell
C1516859,cell,Stromal cell of endometrium
C1516943,cell,Epithelial Receptor Cell
C1516944,cell,Epithelial Reticular Cell
C1516965,cell,Keratinized squamous cell of esophagus
C1517304,cell,Foveolar cell
C1517358,cell,GE91
C1517451,cell,Glandular cell of stomach
C1517530,cell,Mouse Germ Cell
C1517532,cell,Germinal Center B-Lymphocyte
C1517540,cell,Giant Astrocyte
C1517544,cell,Giant Epithelial Cell
C1517548,cell,Glandular cell
C1517631,cell,K-562
C1517714,cell,Lactotrophs
C1517733,cell,Large Megakaryocyte
C1517735,cell,Centroblast
C1517806,cell,Leukemic Cell
C1517807,cell,Leukemic Hematopoietic Stem Cell
C1517808,cell,Leukemic Lymphocyte
C1517811,cell,Leukemic Plasma Cell
C1517881,cell,Light Cell
C1517917,cell,Hepatic stem cell
C1517919,cell,Lobular Carcinoma Cell
C1518068,cell,Popcorn Cell
C1518174,cell,Malignant Epithelial Cell
C1518245,cell,Malignant Squamous Cell
C1518272,cell,Neuroectodermal Cell
C1518275,cell,Neuroendocrine Cells
C1518311,cell,Nevus cell
C1518565,cell,Olfactory Receptor Cells
C1518629,cell,Osteoclast-Like Giant Cell
C1518981,cell,Perineural Cell
C1518985,cell,Perineurial Cell
C1518994,cell,Peripheral B-Lymphocyte
C1518997,cell,Peripheral Blood Lymphocyte
C1518999,cell,Peripheral Blood Stem Cells
C1519010,cell,Mesothelial cell of peritoneum
C1519090,cell,Pinealocyte
C1519221,cell,Secretory cell
C1519354,cell,Skin squamous cell
C1519373,cell,Goblet cell of small intestine
C1519424,cell,Somatotrophs
C1519442,cell,Specialized epithelial cell
C1519449,cell,Spermatogenic Cell
C1519477,cell,Splenocyte
C1519513,cell,Pituitary TSH-Secreting Cells
C1519515,cell,Tingible Body Macrophage
C1519550,cell,Dental pulp cell
C1519658,cell,Trophoblast cell
C1519712,cell,Type III Epithelial Receptor Cell
C1519715,cell,Type II Epithelial Receptor Cell
C1519718,cell,Intercalated cell of collecting duct of renal tubule
C1519720,cell,Type I Epithelial Receptor Cell
C1520027,cell,Preganglionic neuron
C1522072,cell,Skin - Epidermis - Keratinocyte (MMHCC)
C1522074,cell,Skin - Melanocyte (MMHCC)
C1522109,cell,Leukocyte - Lymphocyte - B-Lymphocyte (MMHCC)
C1522131,cell,Leukocyte - Lymphocyte - T-Lymphocyte (MMHCC)
C1522151,cell,Leukocyte - Lymphocyte - Thymocyte (MMHCC)
C1522165,cell,Leukocyte - Myelocyte (Granulocyte) - Basophil - Mast Cell (MMHCC)
C1522173,cell,CNS - Brain - Astrocyte (MMHCC)
C1522214,cell,Endocrine Pancreas - Islet Cell of Langerhans - Beta Cell (MMHCC)
C1522260,cell,Connective Tissue - Fibroblasts (MMHCC)
C1522406,cell,interstitial cell
C1522445,cell,Interdigitating Dendritic Cell
C1522529,cell,Islet Cell
C1522639,cell,Leukocyte (WBC) (MMHCC)
C1522667,cell,Leukocyte - Monocyte (MMHCC)
C1522703,cell,Leukocyte - Lymphocyte (MMHCC)
C1523993,cell,Leukocyte - Monocyte - Macrophage (MMHCC)
C1524008,cell,Leukocyte - Natural Killer Cell (MMHCC)
C1524102,cell,Leukocyte - Myelocyte (Granulocyte) - Neutrophil (MMHCC)
C1524111,cell,Erythrocyte (RBC) (MMHCC)
C1563925,cell,Tr1 Cells
C1563926,cell,Th3 Cells
C1622423,cell,polymorphonuclear granulocyte
C1636284,cell,Cord blood stem cell
C1640380,cell,Bone Marrow Stromal Cells
C1704336,cell,Skeletal Myocytes
C1706725,cell,Adrenal Cortical Cell
C1706828,cell,Apocrine Cell
C1707524,cell,Corticotroph
C1707879,cell,Eccrine Cell
C1707937,cell,Epithelial Stem Cell
C1708248,cell,Gonadotrophs
C1708270,cell,Ex Vivo-Expanded HER2-Specific T Cells
C1709771,cell,Pulmonary Neuroendocrine Cell
C1710401,cell,Thymic Medullary Epithelial Cell
C1710528,cell,Umbilical Cord Blood Stem Cell
C1711172,cell,therapeutic autologous lymphocytes
C1711178,cell,Bronchial Epithelial Cell
C1717630,cell,Bizarre cells
C1720857,cell,"Adipocytes, Brown"
C1720858,cell,"Adipocytes, White"
C1721044,cell,Fetal Stem Cells
C1861193,cell,THROMBOCYTE B
C1879680,cell,Remestemcel-L
C1883178,cell,Subclone
C1883279,cell,Terminal Duct Cell
C1953343,cell,Chromosome number
C1953382,cell,Forward primer
C1955314,cell,Leukemia markers
C1955926,cell,Pro-B Lymphocytes
C1955939,cell,Lymphoid Progenitor Cells
C1955940,cell,Common Lymphoid Progenitors
C1955941,cell,"Precursor Cells, T-Lymphoid"
C1956101,cell,Cumulus Cells
C1956120,cell,Dermal Dendritic Cells
C1956121,cell,Skin Dendritic Cells
C1956319,cell,Common Myeloid Progenitors
C1956385,cell,Plasmacytoid Dendritic Cells
C1956386,cell,Interstitial Dendritic Cells
C1956421,cell,Neoplastic Stem Cells
C1956422,cell,Cancer Stem Cells
C1978802,cell,Cytokeratin cells
C1979779,cell,Other cells
C2322797,cell,Parasympathetic ganglion neuron
C2323499,cell,Hematopoietic cell
C2324639,cell,Retinal glial cell
C2325162,cell,Primary afferent neuron
C2325187,cell,Lens epithelial cell
C2325623,cell,Pyramidal cell of precentral gyrus of cerebral hemisphere
C2327527,cell,Sympathetic ganglion neuron
C2327673,cell,Rod bipolar cell
C2328196,cell,Sympathetic preganglionic neuron
C2328697,cell,Hemal cell
C2328961,cell,Type 1 vestibular sensory cell
C2330894,cell,Retinal pigment epithelial cell
C2330982,cell,Tanycytes
C2331651,cell,Polar Bodies
C2331667,cell,Type II of carotid body
C2331938,cell,Diploid nucleated cell
C2333349,cell,Retinal microglial cell
C2333855,cell,Parasympathetic preganglionic neuron
