cui,type,name
C0013813,resd,"Electrodes, Enzyme"
C0026336,resd,Study models
C0026339,resd,Biological Models
C0079318,resd,Euglycemic Clamp
C0182229,resd,pH meter
C0206189,resd,Ion-Selective Electrodes
C0206665,resd,"Chromosomes, Artificial, Yeast"
C0242780,resd,Space Simulation
C0444330,resd,Slide (glass microscope)
C0599491,resd,physical model
C0600363,resd,Bioprobes
C0600364,resd,Biosensors
C0600596,resd,DNA Microarray Chip
C0600597,resd,Oligonucleotide Arrays
C0872110,resd,biochip
C0872345,resd,Gene Chips
C0887808,resd,cDNA Microarrays
C0887889,resd,Bacterial Artificial Chromosomes
C0920531,resd,gene gun
C1136346,resd,Protein Arrays
C1136348,resd,Protein Microarrays
C1449582,resd,Microchip Analytical Devices
C1519522,resd,Tissue Microarray
C1563699,resd,ProteinChip
C1705246,resd,Separation Column
C1706746,resd,Agarose Gel
C1708574,resd,Ionization Source
C1708938,resd,Mass Analyzer
C1710360,resd,Technology Platform
C1881866,resd,Mismatch Probe
C1881952,resd,Nanoarray
C2346586,resd,Ion Trap
C2347727,resd,Quadrupole
C2347921,resd,Reflectron
C2985618,resd,Study Material
C4553195,resd,Low Density Array
C4684605,resd,Clinical Trial Material
C5202732,resd,Octadecyl Carbon Chain-Bonded Silica
