cui,type,name
C0002123,rept,Alligators
C0010345,rept,Crocodylus
C0020864,rept,Iguanas
C0023916,rept,Lizards
C0035161,rept,Reptiles
C0037381,rept,Venomous snake
C0037382,rept,Snakes
C0041412,rept,Turtle
C0079078,rept,Caimans
C0206288,rept,Elapidae
C0206298,rept,European Viper
C0206304,rept,Genus Python (organism)
C0206313,rept,Bothrops jararaca
C0206315,rept,Bothrops
C0206317,rept,Crotalus
C0206318,rept,Russell's Viper
C0206325,rept,Naja naja
C0206326,rept,Cobra
C0327118,rept,Land tortoise
C0327123,rept,Genus Gopherus
C0327132,rept,Sea Turtles
C0327134,rept,Chelonia mydas
C0327139,rept,Genus Trionyx
C0327149,rept,Chelus fimbriata
C0327160,rept,Crocodilian
C0327163,rept,Osteolaemus tetraspis
C0327164,rept,Crocodylus niloticus
C0327167,rept,Alligator mississippiensis
C0327176,rept,Geckos
C0327204,rept,Family Chamaeleonidae (organism)
C0327224,rept,Basiliscus plumifrons
C0327268,rept,Heloderma suspectum
C0327292,rept,Genus Corallus
C0327300,rept,Python regius
C0327305,rept,Chondropython viridis
C0327344,rept,Elaphe guttata
C0327404,rept,Aesculapian snake
C0327431,rept,Ophiophagus hannah
C0327434,rept,Naja mossambica
C0327441,rept,Chinese Cobra
C0327446,rept,Micrurus fulvius
C0327460,rept,Oxyuranus scutellatus
C0327472,rept,Bungarus fasciatus
C0327473,rept,Bungarus multicinctus
C0327476,rept,Dendroaspis polylepis
C0327484,rept,Vipera lebetina
C0327498,rept,Bitis arietans
C0327512,rept,Crotalinae
C0327518,rept,Agkistrodon halys
C0327519,rept,Agkistrodon halys blomhoffi
C0327528,rept,Crotalus durissus terrificus
C0327539,rept,Crotalus durissus
C0327549,rept,Sistrurus miliarius
C0327571,rept,Trimeresurus mucrosquamatus
C0327578,rept,Trimeresurus albolabris
C0562672,rept,Asian pit viper
C0949681,rept,Dinosaurs
C0995155,rept,Boa constrictor (reptile)
C0999141,rept,Bothrops asper
C1000865,rept,Pelodiscus sinensis
C1001717,rept,Lepidochelys olivacea
C1005353,rept,Trachemys
C1038339,rept,Testudo graeca
C1038340,rept,Testudo hermanni
C1044984,rept,Bothrops moojeni
C1086997,rept,Emydura macquarii
C1193493,rept,Bothrops leucurus
C1204543,rept,Plica
C1208162,rept,Regina
C1209007,rept,Mecistops cataphractus
C1622414,rept,Fer-de-Lance
C1661468,rept,Bothrops brazili
C1666504,rept,Bassiana
C1892162,rept,Tropidophorus sinicus
C4317053,rept,Coral Snakes
