cui,type,name
C0000715,mnob,Abattoirs
C0001516,mnob,Adhesives
C0001712,mnob,Aerosols
C0001881,mnob,Aircraft
C0002684,mnob,Electronic Amplifiers
C0003103,mnob,Anode
C0003738,mnob,archive
C0004171,mnob,Atlases
C0004381,mnob,Automobiles
C0004914,mnob,Bedding
C0004916,mnob,Beds
C0007287,mnob,Carpets
C0007441,mnob,Cathode
C0007442,mnob,Cathode Ray Tube Display
C0007742,mnob,Ceramics
C0008070,mnob,Day Care Centers for Children
C0009072,mnob,Clothing
C0009622,mnob,Computers
C0010164,mnob,Cosmetics
C0011005,mnob,Database Management Systems
C0012108,mnob,Dictionaries as Topic
C0012732,mnob,Disposable Equipment
C0013812,mnob,electrode
C0013840,mnob,Electron beam
C0013890,mnob,Elevator
C0013919,mnob,Emblems
C0014286,mnob,Engraving
C0014672,mnob,Equipment
C0014829,mnob,Escalators
C0015330,mnob,Explosive device
C0016126,mnob,Fingerprints
C0016249,mnob,floor (object)
C0017106,mnob,Gas Masks
C0017113,mnob,Gasoline
C0017682,mnob,"Gloves, Surgical"
C0018020,mnob,Goggles
C0018397,mnob,Guns
C0018875,mnob,Helicopter
C0018884,mnob,Helmets
C0020050,mnob,Household Products
C0020056,mnob,Housing
C0021178,mnob,Incubators (device)
C0021415,mnob,Information Centers
C0021941,mnob,Equipment and supply inventories
C0021953,mnob,Investments
C0023089,mnob,Lasers
C0023621,mnob,Libraries
C0023734,mnob,Linens
C0024483,mnob,Magnet <device>
C0024492,mnob,Mail
C0024722,mnob,Manikins
C0024763,mnob,Manuals as Topic
C0024940,mnob,Mattresses
C0026349,mnob,"Models, Structural"
C0026616,mnob,Motorcycles
C0026863,mnob,Museums
C0030206,mnob,Paint
C0030208,mnob,Paintings
C0030351,mnob,Paper
C0030417,mnob,Parafilm
C0030707,mnob,Patients' Rooms
C0031000,mnob,Perfume
C0032865,mnob,Electric Power Supplies
C0033145,mnob,Primary Schools
C0033168,mnob,Prisons
C0033611,mnob,Protective Clothing
C0033612,mnob,Protective Devices
C0034036,mnob,Publications
C0034513,mnob,Radar
C0034646,mnob,Ramp
C0034762,mnob,Real-Time Systems
C0035198,mnob,resorts
C0035255,mnob,Restaurants
C0036375,mnob,School
C0036498,mnob,Seat Belts
C0036623,mnob,Semiconductors
C0036971,mnob,Ships
C0036988,mnob,Shoes
C0037003,mnob,Shotguns
C0037392,mnob,Soap
C0037585,mnob,Computer software
C0038848,mnob,Manufactured Supplies
C0039004,mnob,Swimming Pools
C0039224,mnob,Table - furniture
C0039457,mnob,Telephone
C0039461,mnob,Television
C0039717,mnob,Textiles
C0040364,mnob,Toilet Facilities
C0040565,mnob,Toys
C0040594,mnob,Track (course)
C0040707,mnob,Transistors
C0041740,mnob,Universities
C0042649,mnob,Video Games
C0042655,mnob,videocassette
C0079141,mnob,Compact discs
C0079260,mnob,Eating Utensils
C0079815,mnob,"Medical Records Systems, Computerized"
C0085205,mnob,Telefacsimile
C0086296,mnob,film (photographic)
C0162443,mnob,Journal
C0162738,mnob,Synchrotrons
C0175737,mnob,Air compressor
C0175738,mnob,Freezer
C0175739,mnob,Electrical outlet
C0175952,mnob,Day care center (for any age)
C0175974,mnob,head-gear
C0179038,mnob,"Analyzer, device"
C0179196,mnob,"Bag, device"
C0179376,mnob,"Bottle, device"
C0179400,mnob,Box
C0179481,mnob,Cabinet
C0179512,mnob,Animal cage
C0179515,mnob,CALIBRATOR
C0179533,mnob,"Camera, device"
C0179547,mnob,video cameras
C0179586,mnob,Caps
C0179636,mnob,"Cart, device"
C0179847,mnob,Chairs
C0179874,mnob,Chamber (physical object)
C0180098,mnob,Containers
C0180112,mnob,Controllers
C0180153,mnob,Covers (device)
C0180239,mnob,Curtain
C0180392,mnob,Detectors
C0180459,mnob,Disks (device)
C0180560,mnob,dryers
C0180860,mnob,Filters
C0180861,mnob,Air Filters
C0181232,mnob,"Household humidifier, device (physical object)"
C0181496,mnob,Labels (device)
C0181663,mnob,LINER device
C0181868,mnob,Mirror
C0181909,mnob,Mounts
C0182088,mnob,Oscilloscopes
C0182953,mnob,Regulators (device)
C0183185,mnob,Screens (device)
C0183251,mnob,Shield
C0183319,mnob,Sinks
C0183395,mnob,Spectrometers
C0183628,mnob,Stopcocks
C0183841,mnob,Telecommunications Devices for the Deaf
C0183941,mnob,"Timer, device"
C0184370,mnob,Washing machines
C0206069,mnob,Protective gloves
C0220786,mnob,Products of the Arts
C0220819,mnob,device aspects
C0220913,mnob,Manufactured sign
C0221096,mnob,"Club, device"
C0237638,mnob,Generators (Apparatus)
C0243112,mnob,Appliance
C0262774,mnob,Air Purifiers (device)
C0262910,mnob,ventilation systems
C0282111,mnob,Internet
C0282490,mnob,Food Packaging
C0282611,mnob,"Phantoms, Imaging"
C0304231,mnob,Therapeutic agent
C0331794,mnob,Boots
C0336537,mnob,Robot (device)
C0336542,mnob,Robotic arm
C0336603,mnob,Hospital bed
C0336616,mnob,Towel
C0336663,mnob,Weapons
C0336670,mnob,Razor
C0336672,mnob,"Bayonet, device"
C0336679,mnob,Machine gun
C0336721,mnob,Arrow
C0336726,mnob,"Archery bolt, device"
C0336755,mnob,"Oven, device (physical object)"
C0336756,mnob,Microwave oven
C0336757,mnob,"Heater, device"
C0336762,mnob,Ladder
C0336766,mnob,Matches
C0336779,mnob,Machine
C0336789,mnob,Combine
C0336794,mnob,Power tool
C0336795,mnob,Hand saw
C0336808,mnob,Streetcar
C0336814,mnob,Taxi
C0336821,mnob,Tank - military vehicle
C0336834,mnob,Trailer
C0336845,mnob,Sailboat
C0336852,mnob,Ferry
C0336867,mnob,Balloon Aircraft
C0336881,mnob,Cotton cloth
C0336889,mnob,Leather
C0336989,mnob,Hockey stick
C0336993,mnob,Tennis racket
C0337082,mnob,Aerial lift
C0337088,mnob,Electrical battery
C0337112,mnob,Chain device
C0337143,mnob,Scaffold
C0337651,mnob,Orphanages
C0348000,mnob,Instrument - device
C0392223,mnob,"Lights, manufactured"
C0441051,mnob,Gloves
C0441053,mnob,Lantern
C0441064,mnob,Wheelbarrow
C0441107,mnob,Cuffs device
C0441468,mnob,photograph
