cui,type,name
C0008955,edac,Clinical Clerkship
C0013621,edac,Knowledge acquisition
C0013626,edac,"Education, Continuing"
C0013627,edac,"Education, Dental"
C0013630,edac,Graduate Education
C0013631,edac,"Education, Medical"
C0013632,edac,"Education, Medical, Continuing"
C0013633,edac,"Education, Medical, Graduate"
C0013636,edac,"Education, Nursing"
C0013647,edac,"Education, Professional"
C0013649,edac,Special Education
C0013650,edac,"Education, Veterinary"
C0013652,edac,Educational Activities
C0013660,edac,"Techniques, Educational"
C0015770,edac,Fellowships
C0018701,edac,Health education
C0018703,edac,"Health Education, Dental"
C0021599,edac,Inservice Training
C0021793,edac,Internship
C0024500,edac,"Mainstreaming, Education"
C0025370,edac,Mentorships
C0031805,edac,Physical Education
C0032929,edac,Preceptorship
C0035182,edac,Residency
C0036879,edac,Sex Education
C0036999,edac,Short-Term Courses
C0037447,edac,Socialization
C0038490,edac,Student Loans
C0038491,edac,Student Selection
C0039401,edac,Educational process of instructing
C0039403,edac,Teaching Methods
C0040605,edac,Traineeships
C0040606,edac,Training Activities
C0040607,edac,Training Programs
C0042933,edac,Vocational Education
C0080236,edac,Training Techniques
C0086858,edac,Programmed Learning
C0150375,edac,Group education
C0150562,edac,educational programs
C0150777,edac,Social skills training
C0204116,edac,Vocational Training
C0204945,edac,Hygiene education
C0220931,edac,Training
C0237484,edac,School attendance
C0237645,edac,Educational Guidance
C0237690,edac,Medical Internship
C0237896,edac,learning strategies
C0242262,edac,Educational workshop
C0243012,edac,Experiential Learning
C0243013,edac,Problem-Based Learning
C0282570,edac,Educational Technology
C0559197,edac,Skills training
C0588974,edac,Staff education
C0597424,edac,science education
C0600562,edac,"Education, Distance"
C0600563,edac,Distance Learning
C0677169,edac,educate the patient
C0681113,edac,Employee Training
C0681328,edac,public education
C0681335,edac,homeschooling
C0681336,edac,medical residency program
C0681339,edac,degree program
C0681341,edac,academic education
C0681344,edac,formal education
C0681345,edac,Informal education
C0681362,edac,curriculum development
C0681367,edac,independent study
C0681392,edac,student involvement
C0683805,edac,Outreach
C0683844,edac,professional training
C0683852,edac,teaching strategies
C0683857,edac,demerits
C0729314,edac,Education provision
C0814409,edac,Resistance education
C0870162,edac,art education
C0870309,edac,college education
C0870310,edac,college major
C0870838,edac,management training
C0870859,edac,Mathematics Instruction
C0871106,edac,Postgraduate Training Programs
C0871153,edac,head start
C0871175,edac,Psychoeducation
C0871239,edac,Religious Instruction
C0871627,edac,Classroom Education
C0871861,edac,Preschool education
C0871890,edac,School Management
C0871930,edac,Teacher Education
C0872010,edac,Tutoring
C0920483,edac,education evaluation
C0920485,edac,education planning
C1113653,edac,mental health education
C1510749,edac,Academic Detailing
C1514602,edac,Public Health Education
C1514886,edac,Research Training
C1633748,edac,Prevention education
C1711333,edac,Graduation
C2362527,edac,Health Literacy
C2584301,edac,Higher education
C2717796,edac,Grand Rounds
C3825675,edac,Simulated patients
C3825897,edac,Occupational training
C3899511,edac,Computer-Assisted Cognitive Training
C4042947,edac,Simulation Training
C4505477,edac,Online Learning
C4542586,edac,Educational Services
C4698058,edac,Family involvement
C4698059,edac,Nutrition activity
C4699800,edac,Developmental activities
C4727501,edac,Cognitively-Based Compassion Training
C5202875,edac,Traditional Education
