cui,type,name
C0002518,amas,Amino Acid Sequence
C0525021,amas,Nuclear Localization Signals
C0600499,amas,Catalytic Domain
C0920679,amas,aminoacid sequence of protein
C1514562,amas,Protein Domain
C1514648,amas,RGS Domain
C4505239,amas,Tetratricopeptide Repeat
