cui,type,name
C0000894,phpr,Acceleration
C0000912,phpr,Accident caused by unspecified fire
C0000924,phpr,Accidents
C0011117,phpr,"Decompression, external"
C0012618,phpr,Disasters
C0012652,phpr,Disease Outbreaks
C0013956,phpr,Emergency Situation
C0014499,phpr,Epidemic
C0014676,phpr,Equipment Contamination
C0015619,phpr,Famine
C0023983,phpr,Longterm Effects
C0028263,phpr,Noise
C0032669,phpr,Population Explosion
C0033095,phpr,Pressure- physical agent
C0034897,phpr,Recurrence
C0035020,phpr,Relapse
C0086898,phpr,Recrudescence
C0175921,phpr,Catalyst
C0221188,phpr,Tripping
C0234402,phpr,Stimulus
C0241842,phpr,Cold environment
C0314672,phpr,Polymerization
C0337179,phpr,Noxious fumes
C0376522,phpr,Entropy
C0376590,phpr,Torque
C0392367,phpr,Physical contact
C0441722,phpr,Force
C0441723,phpr,Irritation
C0449428,phpr,Provocation
C0450027,phpr,Accidental exposure
C0563027,phpr,Humid environment
C0563291,phpr,Mechanical compression
C0563538,phpr,Mechanical force
C0563547,phpr,Pressure change
C0563594,phpr,High temperature of physical object
C0563595,phpr,Mechanical abrasion
C0596319,phpr,chemical reaction
C0596837,phpr,Light Scattering
C0598393,phpr,epizootic
C0598528,phpr,glycation
C0599225,phpr,deprotonation
C0599281,phpr,receptor internalization
C0868945,phpr,Deterioration
C0871732,phpr,environmental stress
C0872366,phpr,sialylation
C1510610,phpr,Globalization
C1512196,phpr,Global Change
C1514233,phpr,Population Process
C1521871,phpr,Amplification
C1551358,phpr,Incident
C1553901,phpr,Mitigate
C1615608,phpr,Pandemics
C1710082,phpr,Signal
C1710348,phpr,Technical Problem
C1881189,phpr,Increased Device Sensitivity
C1881201,phpr,Inductively-Coupled Plasma
C1882365,phpr,Phenomenon
C2347509,phpr,Physical Shift
C2348396,phpr,Electrostatic Attraction
C2348438,phpr,Encapsulation
C2939181,phpr,Motor vehicle accident
C2986588,phpr,Cumulative Exposure
C2987513,phpr,Acidification
C3714578,phpr,Fix
C4763477,phpr,Combustion
C5197751,phpr,Sea Level Rise
