cui,type,name
C0043517,bpoc,Zona Fasciculata
C0043518,bpoc,Zona Glomerulosa
C0043520,bpoc,Zona Reticularis
C0043539,bpoc,Zygomatic bone
C0078960,bpoc,Anterior Cruciate Ligament
C0080039,bpoc,Posterior Cruciate Ligament
C0085140,bpoc,Prosencephalon
C0085221,bpoc,Structure of psoas muscle
C0085376,bpoc,Limbus Corneae
C0085427,bpoc,Tibial Arteries
C0085515,bpoc,Rotator Cuff
C0086120,bpoc,Dentate nucleus
C0086526,bpoc,lateral geniculate complex
C0149554,bpoc,FRONTAL HORN
C0149561,bpoc,Structure of anterior cerebral artery
C0149566,bpoc,Structure of middle cerebral artery
C0149579,bpoc,Structure of internal cerebral vein
C0149596,bpoc,Vestibular fold
C0149608,bpoc,Set of veins of spinal cord
C0150936,bpoc,Peripheral Blood Vessel
C0152298,bpoc,Inferior frontal gyrus
C0152299,bpoc,Precentral gyrus
C0152304,bpoc,Inferior parietal lobule
C0152306,bpoc,Structure of precuneus
C0152309,bpoc,Superior temporal gyrus
C0152320,bpoc,Structure of body of corpus callosum
C0152323,bpoc,Lamina Terminalis
C0152327,bpoc,Posterior cerebral commissure
C0152341,bpoc,Internal capsule of brain
C0152345,bpoc,External capsule
C0152362,bpoc,Habenula
C0152373,bpoc,Medial longitudinal fasciculus
C0152381,bpoc,Cerebellar white matter
C0152386,bpoc,Cerebellar tonsil
C0152392,bpoc,Structure of middle cerebellar peduncle
C0152393,bpoc,Inferior cerebellar peduncle
C0152401,bpoc,Dorsal motor nucleus of vagus nerve
C0152405,bpoc,Optic tract structure
C0162342,bpoc,Lentiform nucleus structure
C0162370,bpoc,Trochanter
C0162405,bpoc,Lymphatic Capillaries
C0162412,bpoc,"Alveolar Nerve, Superior"
C0162434,bpoc,Olfactory Cortex
C0162435,bpoc,Olfactory tract
C0162485,bpoc,Zygomatic Arch
C0162512,bpoc,Neostriatum
C0162783,bpoc,Prefrontal Cortex
C0162857,bpoc,Structure of radial artery
C0162858,bpoc,Structure of ulnar artery
C0162861,bpoc,Superior mesenteric artery structure
C0162864,bpoc,Tunica Intima
C0175173,bpoc,Neocortex
C0175179,bpoc,Medial orbital gyrus
C0175190,bpoc,anterior cingulate gyrus
C0175191,bpoc,Posterior Cingulate Cortex
C0175196,bpoc,Structure of entorhinal cortex
C0175202,bpoc,Structure of hippocampal formation
C0175217,bpoc,medial amygdalar nucleus
C0175221,bpoc,lateral amygdalar nucleus
C0175225,bpoc,anterior olfactory nucleus
C0175253,bpoc,Structure of paraventricular nucleus of thalamus
C0175281,bpoc,Caudal part of ventral lateral nucleus
C0175282,bpoc,Medial part of ventral lateral nucleus
C0175286,bpoc,Oral part of ventral posterolateral nucleus
C0175291,bpoc,Structure of ventral posterior inferior nucleus
C0175292,bpoc,lateral geniculate nucleus
C0175307,bpoc,Superior thalamic peduncle
C0175313,bpoc,Structure of medial preoptic nucleus
C0175316,bpoc,Organum Vasculosum Laminae Terminalis
C0175325,bpoc,Structure of infundibular stem of neurohypophysis
C0175359,bpoc,Olivary pretectal nucleus
C0175392,bpoc,dorsal raphe nucleus
C0175405,bpoc,Ventral Tegmental Area
C0175412,bpoc,Pars Compacta
C0175446,bpoc,medial parabrachial nucleus
C0175476,bpoc,Inferior semilunar lobule of cerebellum
C0175518,bpoc,Nucleus solitarius
C0175559,bpoc,Solitary tract
C0175850,bpoc,Cerebral ganglion
C0178780,bpoc,Olfactory gyrus
C0178784,bpoc,Organ
C0178825,bpoc,Rectum/Anus
C0205039,bpoc,Bronchial
C0205042,bpoc,Coronary artery
C0205065,bpoc,Ovarian
C0205076,bpoc,Chest wall structure
C0205814,bpoc,Structure of superior laryngeal nerve
C0205950,bpoc,Calvaria
C0205955,bpoc,Posterior root of spinal nerve
C0205956,bpoc,Ventral Roots
C0206066,bpoc,Rectus Abdominis
C0206187,bpoc,"Bile Ducts, Extrahepatic"
C0206207,bpoc,Joint Capsule
C0206248,bpoc,Pelvic Diaphragm
C0206250,bpoc,Autonomic nerve structure
C0206251,bpoc,Autonomic Pathways
C0206252,bpoc,"Parasympathetic Fibers, Postganglionic"
C0206257,bpoc,Structure of superior cervical ganglion
C0206309,bpoc,Visceral Afferents
C0206327,bpoc,Structure of ligamentum flavum
C0206328,bpoc,Ankle Lateral Ligament
C0206332,bpoc,Structure of patellar ligament
C0206429,bpoc,"Ganglia, Sensory"
C0221924,bpoc,Stratum spinosum
C0221945,bpoc,Pilo-sebaceous apparatus
C0221960,bpoc,Structure of terminal hair
C0221964,bpoc,Structure of outer root sheath
C0221971,bpoc,Hair follicle structure
C0221980,bpoc,Structure of hair of face
C0221982,bpoc,Structure of beard
C0221988,bpoc,Structure of hair of pubis
C0221997,bpoc,Nail bed structure
C0222001,bpoc,Structure of nail of finger
C0222007,bpoc,Structure of nail of toe
C0222014,bpoc,Animal skin
C0222015,bpoc,Sex skin
C0222016,bpoc,Dewlap
C0222017,bpoc,Abdominal skin pouch
C0222020,bpoc,Corium coronae
C0222032,bpoc,Spur (body structure)
C0222038,bpoc,Pronghorn
C0222041,bpoc,Shell - Animal skin appendage
C0222044,bpoc,Scute
C0222045,bpoc,Integumentary scale
C0222049,bpoc,Tail hair
C0222050,bpoc,Ear hair
C0222054,bpoc,Feather shaft
C0222057,bpoc,Feather follicle
C0222063,bpoc,Ventral marking gland
C0222065,bpoc,Inguinal gland
C0222068,bpoc,Uropygial gland
C0222070,bpoc,Shell gland
C0222084,bpoc,Skin structure of face
C0222110,bpoc,Skin structure of ear
C0222146,bpoc,Skin structure of axilla
C0222166,bpoc,Skin structure of abdomen
C0222173,bpoc,Skin structure of inguinal region
C0222181,bpoc,Anal skin
C0222600,bpoc,Right breast
C0222601,bpoc,Left breast
C0222603,bpoc,Female breast
C0222605,bpoc,Both breasts
C0222607,bpoc,Breast collecting duct
C0222608,bpoc,Areola
C0222613,bpoc,Lactiferous duct
C0222623,bpoc,Interlobular mammary connective tissue
C0222647,bpoc,Structure of long bone
C0222652,bpoc,Cortex of bone
C0222665,bpoc,Distal epiphysis
C0222669,bpoc,Distal epiphyseal growth plate
C0222670,bpoc,Apophysis
C0222671,bpoc,Metaphysis
C0222682,bpoc,Phalanx Unspecified
C0222720,bpoc,Structure of lateral part of occipital bone
C0222744,bpoc,Structure of alveolar arch of maxilla
C0222746,bpoc,Structure of body of mandible
C0222762,bpoc,Rib Cage
C0223076,bpoc,Structure of arch of vertebra
C0223077,bpoc,Structure of spinous process of vertebra
C0223084,bpoc,Body of vertebra
C0223199,bpoc,Structure of body of thoracic vertebra
C0223492,bpoc,First lumbar vertebra
C0223533,bpoc,Intervertebral disc structure of third lumbar vertebra
C0223582,bpoc,Seventh lumbar vertebra
C0223603,bpoc,Lumbosacral spine
C0223651,bpoc,Iliac crest structure
C0223656,bpoc,Ischial tuberosity structure
C0223664,bpoc,Structure of pubic tubercle
C0223668,bpoc,Baculum Bone
C0223683,bpoc,Structure of head of humerus
C0223739,bpoc,Structure of triangular bone
C0223792,bpoc,Phalanx of hand
C0223794,bpoc,Entire proximal phalanx of finger
C0223800,bpoc,Entire distal phalanx of finger
C0223819,bpoc,Structure of proximal phalanx of index finger
C0223841,bpoc,Distal phalanx of ring finger
C0223886,bpoc,Structure of trochlea of femur
C0223892,bpoc,Structure of medial condyle of tibia
C0223893,bpoc,Structure of lateral condyle of tibia
C0223895,bpoc,Medial malleolus
C0223921,bpoc,Calcaneal tubercle structure
C0223932,bpoc,Structure of neck of talus
C0223933,bpoc,Structure of body of talus
C0224086,bpoc,Belly of skeletal muscle
C0224087,bpoc,Perimysium
C0224097,bpoc,Skeletal muscle structure of head
C0224108,bpoc,Epicranial muscle
C0224153,bpoc,Structure of sternocleidomastoid muscle
C0224202,bpoc,Palatopharyngeal muscle
C0224234,bpoc,Structure of deltoid muscle
C0224278,bpoc,Structure of abductor pollicis longus muscle
C0224306,bpoc,Longissimus
C0224334,bpoc,Skeletal muscle structure of back
C0224337,bpoc,Skeletal muscle structure of thorax
C0224378,bpoc,Structure of transversus abdominis muscle
C0224382,bpoc,Skeletal muscle structure of perineum
C0224394,bpoc,Internal anal sphincter
C0224395,bpoc,External anal sphincter structure
C0224415,bpoc,Skeletal muscle structure of hip
C0224416,bpoc,Skeletal muscle structure of thigh
C0224417,bpoc,Structure of iliopsoas muscle
C0224429,bpoc,Structure of piriformis muscle
C0224435,bpoc,"Adductor muscle of hip, unspecified"
C0224440,bpoc,Structure of quadriceps femoris muscle
C0224449,bpoc,Biceps femoris muscle structure
C0224456,bpoc,Skeletal muscle structure of lower leg
C0224468,bpoc,Peroneal muscle
C0224498,bpoc,Meniscus structure of joint
C0224856,bpoc,Tendon sheath
C0224996,bpoc,Retinaculum
C0225216,bpoc,Cervical fascia
C0225222,bpoc,Structure of fascia of abdomen
C0225261,bpoc,Iliac fascia structure
C0225327,bpoc,Extracellular fiber
C0225357,bpoc,Muscularis Mucosae
C0225358,bpoc,Bladder Detrusor Muscle
C0225395,bpoc,Structure of nasal gland
C0225396,bpoc,Structure of olfactory gland
C0225401,bpoc,Middle nasal meatus
C0225434,bpoc,Inferior nasal concha
C0225435,bpoc,Middle nasal turbinate structure
C0225436,bpoc,Superior nasal turbinate structure
C0225502,bpoc,Nasopharyngeal wall
C0225555,bpoc,Crico-arytenoid joint
C0225560,bpoc,Aryepiglottic fold structure
C0225568,bpoc,Right vocal cord
C0225584,bpoc,Tracheal mucous membrane
C0225587,bpoc,Structure of tracheal gland
C0225588,bpoc,Structure of tracheal cartilage
C0225594,bpoc,Structure of carina
C0225595,bpoc,Structure of tracheal muscle
C0225599,bpoc,Tracheal bronchus
C0225600,bpoc,Mucous membrane of bronchus
C0225601,bpoc,Bronchial submucosa
C0225602,bpoc,Bronchial mucous gland
