cui,type,name
C0001166,npop,Acoustics
C0001383,npop,Acylation
C0001398,npop,Biological Adaptation
C0001515,npop,Adhesiveness
C0001674,npop,Adsorption (natural process)
C0001868,npop,Air Movements
C0001876,npop,Air Pressure
C0002074,npop,Alkylation
C0002505,npop,Amination
C0003219,npop,Antibiosis
C0003317,npop,Antigenic Specificity
C0004178,npop,"Atmosphere, planetary"
C0004180,npop,Atmospheric Pressure
C0004607,npop,Background Radiation
C0004645,npop,Bacteriolysis
C0005166,npop,Beta Particle
C0005482,npop,Biodegradation
C0005495,npop,Origin of Life
C0005520,npop,Biological Phenomena
C0007382,npop,Catalysis
C0007987,npop,chemical synthesis
C0008946,npop,Climate
C0009264,npop,Cold Temperature
C0009267,npop,Cold Climate
C0010023,npop,Coriolis Effect
C0010106,npop,Corrosion
C0010166,npop,Cosmic Radiation
C0010423,npop,Crystallization
C0010546,npop,Cyclization
C0010986,npop,Darkness
C0011059,npop,Dealkylation
C0011061,npop,Deamination
C0011094,npop,Decarboxylation
C0011100,npop,Deceleration
C0011673,npop,Desert Climate
C0011682,npop,Desiccation
C0012222,npop,Diffusion
C0013041,npop,Doppler Effect
C0013140,npop,Droughts
C0013463,npop,Earthquakes
C0013764,npop,elasticity
C0013777,npop,Electric Conductivity
C0013790,npop,Electricity
C0013835,npop,Electromagnetic Fields
C0013838,npop,Electromagnetics
C0014895,npop,Esterification
C0016248,npop,Floods
C0016315,npop,Fluorescence
C0016701,npop,Freezing
C0017011,npop,Gamma Rays
C0017982,npop,glycosylation
C0018216,npop,Gravitation
C0018837,npop,Heat (physical force)
C0018906,npop,"Hemagglutination, Viral"
C0020034,npop,Host-Parasite Interactions
C0020167,npop,Humidity
C0020183,npop,Hurricanes
C0020276,npop,Hydrogen Bonding
C0020286,npop,Hydrogenation
C0020291,npop,Hydrolysis
C0020309,npop,Hydrostatic Pressure
C0020365,npop,Hydroxylation
C0021431,npop,Infrared Rays
C0022203,npop,Isomerism (chemical phenomenon)
C0022702,npop,Kinetics
C0023693,npop,Light
C0024495,npop,Maillard Reaction
C0025594,npop,Meteorological Factors
C0025963,npop,Microclimate
C0026051,npop,microwave electromagnetic radiation
C0026597,npop,Motion
C0027485,npop,Natural Disasters
C0028572,npop,Nuclear Energy
C0028884,npop,Odors
C0029391,npop,Osmosis
C0029393,npop,Osmotic Pressure
C0030604,npop,Partial Pressure
C0031164,npop,Permeability
C0031764,npop,Photosynthesis
C0032931,npop,Precipitation
C0034519,npop,Electromagnetic Radiation
C0034538,npop,Ionizing radiation
C0034539,npop,"Radiation, Nonionizing"
C0034553,npop,Radioactivity
C0034640,npop,Rain
C0035053,npop,"Remission, Spontaneous"
C0037365,npop,Smog
C0037605,npop,Solar Energy
C0037709,npop,Sound - physical agent
C0037783,npop,Species Specificity
C0038442,npop,"Stress, Mechanical"
C0038817,npop,Sunlight
C0038884,npop,Surface Properties
C0038887,npop,Surface Tension
C0039029,npop,Symbiosis
C0040476,npop,Tornadoes
C0041183,npop,Tropical Climate
C0041625,npop,Ultraviolet Rays
