cui,type,name
C0004376,mcha,Automation
C0009609,mcha,Computer simulation
C0012251,mcha,"Signal Processing, Digital"
C0014678,mcha,Equipment Failure
C0021420,mcha,Computer information processing
C0027489,mcha,Natural Language Processing
C0037082,mcha,"Signal Processing, Computer-Assisted"
C0039449,mcha,Telecommunications
C0039450,mcha,Teleconference
C0178706,mcha,Image Processing
C0376284,mcha,Machine Learning
C0597171,mcha,parallel processing
C0868941,mcha,Data Processing
C0870117,mcha,air transportation
C1328866,mcha,Data Mining
C1516770,mcha,Computer Analysis
C1708464,mcha,Image Acquisition
C1710578,mcha,Upload
C1710664,mcha,Web Service
C2347840,mcha,Commit Operation
C2697663,mcha,Image Registration
C2697664,mcha,Image Segmentation
C2717775,mcha,Molecular Dynamics Simulation
C2827423,mcha,Spectral Unmixing
C3178909,mcha,short message service
C3489666,mcha,In Silico
C4704761,mcha,Deep Learning
C5197800,mcha,Blockchain
