cui,type,name
C0001128,chem,Acids
C0023688,chem,Ligands
C0030106,chem,Ozone
C0220806,chem,Chemicals
C1258022,chem,Complex Mixtures
C1258023,chem,Complex Extracts
C1720867,chem,Ionic Liquids
C3489475,chem,Tropospheric Ozone
C3489476,chem,Ground Level Ozone
C3494376,chem,Stratospheric Ozone
